CustomerID,PersonalLoan,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,SecuritiesAccount,CDAccount,Online,CreditCard
46,0,57,31,52,94720,4,2.5,1,0,0,0,0,1
47,0,39,14,43,95014,3,0.7,2,153,0,0,1,0
48,1,37,12,194,91380,4,0.2,3,211,1,1,1,1
49,0,56,26,81,95747,2,4.5,3,0,0,0,0,1
50,0,40,16,49,92373,1,1.8,1,0,0,0,0,1
51,0,32,8,8,92093,4,0.7,2,0,1,0,1,0
52,0,61,37,131,94720,1,2.9,1,0,0,0,1,0
53,0,30,6,72,94005,1,0.1,1,207,0,0,0,0
54,1,50,26,190,90245,3,2.1,3,240,0,0,1,0
55,0,29,5,44,95819,1,0.2,3,0,0,0,1,0
56,0,41,17,139,94022,2,8,1,0,0,0,1,0
57,0,55,30,29,94005,3,0.1,2,0,1,1,1,0
58,1,56,31,131,95616,2,1.2,3,0,0,0,0,0
59,0,28,2,93,94065,2,0.2,1,0,0,0,0,0
60,0,31,5,188,91320,2,4.5,1,455,0,0,0,0
61,0,49,24,39,90404,3,1.7,2,0,1,0,1,0
62,0,47,21,125,93407,1,5.7,1,112,1,0,0,0
63,0,42,18,22,90089,1,1,1,0,0,0,0,0
64,0,42,17,32,94523,4,0,2,0,0,0,1,0
65,0,47,23,105,90024,2,3.3,1,0,0,0,0,0
66,0,59,35,131,91360,1,3.8,1,0,0,0,1,1
67,0,62,36,105,95670,2,2.8,1,336,0,0,0,0
68,0,53,23,45,95123,4,2,3,132,1,0,0,0
69,0,47,21,60,93407,3,2.1,1,0,0,0,1,1
70,0,53,29,20,90045,4,0.2,1,0,0,0,1,0
71,0,42,18,115,91335,1,3.5,1,0,0,0,0,1
72,0,53,29,69,93907,4,1,2,0,0,0,1,0
73,0,44,20,130,92007,1,5,1,0,0,0,0,1
74,0,41,16,85,94606,1,4,3,0,0,0,1,1
75,0,28,3,135,94611,2,3.3,1,0,0,0,0,1
76,1,31,7,135,94901,4,3.8,2,0,0,1,1,1
77,0,58,32,12,91320,3,0.3,3,0,0,0,0,0
78,0,46,20,29,92220,3,0.5,2,0,0,0,0,0
79,1,54,30,133,93305,2,2.6,3,0,0,0,0,0
80,0,50,26,19,94720,2,0.4,1,118,0,0,1,0
81,0,60,36,41,95134,4,1.3,1,174,0,0,1,1
82,0,47,22,40,94612,3,2.7,2,0,0,0,1,0
83,0,41,16,82,92507,1,4,3,0,0,0,1,0
84,0,33,9,50,94305,1,2.4,2,0,0,0,0,0
85,0,46,22,18,91730,1,0.9,3,0,0,0,1,0
86,0,27,2,109,94005,4,1.8,3,0,0,0,0,0
87,0,40,16,42,94501,4,2.2,2,126,0,0,0,0
88,0,48,22,78,94305,3,1.1,1,0,0,0,1,0
89,0,65,41,51,94117,2,1.1,1,0,0,0,1,0
90,0,25,-1,113,94303,4,2.3,3,0,0,0,0,1
91,1,55,30,118,90277,4,5.6,2,0,0,0,1,0
92,0,35,10,29,94105,4,1.1,3,0,0,0,1,0
93,0,43,19,34,94305,3,0.6,2,0,0,0,0,0
94,0,60,34,64,94550,2,1.7,3,236,1,0,1,0
95,0,65,39,121,92612,1,2,1,0,0,0,0,0
96,0,38,12,48,95617,4,0.2,3,0,0,0,1,0
97,0,41,15,80,95014,1,5.2,1,0,0,0,0,0
98,0,54,28,161,92121,1,2.9,1,0,0,0,1,0
99,0,49,23,94,92374,1,0.3,1,0,0,0,1,0
100,0,66,41,15,91711,3,0.1,3,0,0,0,1,0
101,0,48,23,74,94080,1,1.2,1,0,0,0,1,0
102,0,61,36,30,94608,3,1.3,2,0,0,0,0,0
103,0,53,23,44,93555,3,1,3,198,0,0,1,1
104,0,43,18,22,95670,2,0.3,2,0,0,0,1,0
105,0,56,32,38,93311,4,1.3,1,166,0,0,1,1
106,0,24,0,35,94704,3,0.1,2,0,1,0,1,0
107,0,43,17,69,92717,4,2.9,1,0,0,0,1,1
108,0,42,18,43,92037,1,0.7,1,136,0,0,0,0
109,0,33,7,32,95136,1,0.6,3,166,0,0,1,0
110,0,43,17,49,94542,1,2.8,1,0,0,0,1,0
111,0,41,14,9,91330,3,1,2,0,0,0,0,0
112,0,62,38,45,94143,4,1.3,2,0,0,0,1,0
113,0,40,15,82,91775,3,1,1,309,0,0,0,0
114,0,58,34,92,92703,2,2.8,1,103,0,0,0,0
115,0,39,14,39,92354,3,0.5,3,0,0,0,1,0
116,0,65,40,81,92024,3,1.8,2,0,0,0,1,0
117,0,54,29,35,92831,1,1.5,2,0,0,0,1,0
118,0,58,33,61,92833,2,2.3,3,193,0,0,1,0
119,0,41,16,73,92647,3,3,1,0,0,0,1,0
120,0,32,7,112,94304,1,4.6,1,366,0,0,0,0
121,0,54,29,12,90057,2,0.2,3,0,0,0,1,0
122,0,52,26,38,91711,3,0.9,3,0,0,0,1,0
123,0,58,32,73,94523,2,0.7,2,0,0,0,1,1
124,0,37,13,84,92130,1,3.6,2,0,1,0,0,0
125,0,39,15,78,92121,4,2.4,1,118,0,0,1,0
126,0,60,35,80,91301,3,0.5,1,0,0,0,1,0
127,0,31,5,115,92096,2,1.3,1,101,0,0,1,1
128,0,34,8,82,92646,1,2.7,2,251,0,0,1,0
129,0,38,14,74,92182,2,0,1,0,1,0,1,0
130,0,41,16,70,92131,3,0.5,3,0,0,0,0,1
131,0,28,4,81,94801,3,1.5,1,276,0,0,1,0
132,1,58,34,149,93720,4,7.2,2,0,0,1,1,1
133,0,31,1,51,90840,2,1.75,3,0,0,0,0,0
134,0,30,4,39,90245,3,1.1,2,0,0,0,1,0
135,0,53,29,98,95035,3,1.8,2,0,0,0,0,0
136,0,58,33,45,93010,4,2.1,1,0,0,0,1,1
137,0,59,32,49,95035,4,2.5,2,0,0,0,1,0
138,0,49,25,128,95054,2,0.4,1,0,0,0,0,0
139,0,59,34,42,94928,3,1.5,1,0,1,1,0,1
140,0,59,35,18,93305,1,1.2,3,0,0,0,1,0
141,0,51,25,31,90245,2,0.4,3,161,0,0,1,1
142,0,35,11,58,95831,3,2,1,149,0,0,1,1
143,0,33,9,48,91770,1,2.1,3,0,0,0,0,1
144,0,25,1,54,94117,4,1.6,1,0,0,0,1,1
145,0,49,23,70,92093,2,1.5,2,0,0,0,0,0
146,0,59,35,124,90007,1,7.4,1,0,0,0,0,1
147,0,46,19,84,94102,1,2.67,2,0,0,0,1,1
148,0,50,25,83,94542,4,3.6,3,188,0,0,1,0
149,0,52,28,163,91423,2,0.4,1,116,0,0,1,0
150,0,48,22,42,93955,3,2.2,2,0,0,0,0,0
151,0,46,22,118,94107,2,7.5,1,0,0,1,1,1
152,1,26,0,132,92834,3,6.5,3,0,0,0,0,1
153,0,57,32,24,93117,1,1.3,1,0,0,0,1,1
154,0,60,36,22,94551,2,1,1,0,1,1,1,1
155,0,54,29,58,92612,4,1.3,3,0,0,0,0,0
156,0,24,0,60,94596,4,1.6,1,0,0,0,1,0
157,0,26,0,15,92131,4,0.4,1,0,0,0,0,1
158,0,41,17,83,94025,4,2.67,1,0,0,0,1,1
159,0,32,6,79,94720,2,1.5,3,0,0,0,1,1
160,0,61,35,41,94545,4,1.7,2,0,1,0,1,0
161,1,29,0,134,95819,4,6.5,3,0,0,0,0,0
162,0,61,35,80,95053,2,2.8,1,0,0,0,1,0
163,0,38,12,52,90036,1,2,1,0,0,0,0,0
164,0,28,4,70,91125,4,2.6,1,0,0,0,1,0
165,0,53,27,92,95120,2,1.1,1,0,1,0,0,0
166,0,27,1,43,94706,1,1.5,1,0,0,0,1,0
167,0,25,1,21,95827,3,1,2,0,0,0,0,0
168,0,33,9,23,94305,3,0.9,3,0,0,0,1,1
169,0,50,26,13,91320,4,1,1,0,0,0,1,0
170,0,27,1,112,90503,4,2.1,3,0,0,0,0,1
171,0,27,1,138,90250,2,2,1,0,0,0,1,0
172,0,52,28,11,95817,3,0.4,1,0,1,0,0,0
173,0,38,13,171,92717,2,7.8,1,0,0,0,1,0
174,0,58,34,42,90095,4,1.5,1,0,0,0,1,1
175,1,42,17,168,95503,2,7.9,2,0,0,0,1,0
176,0,45,20,85,91711,4,1.1,2,0,1,0,1,0
177,0,52,25,44,93111,3,1,2,135,0,0,1,0
178,0,29,3,65,94132,4,1.8,2,244,0,0,0,0
179,0,53,29,24,95818,4,0.2,1,0,0,0,1,1
180,0,62,37,11,91942,1,0.1,1,0,0,0,1,0
181,0,51,27,38,90401,2,1,3,164,0,0,1,0
182,0,36,12,10,93524,4,0.7,2,81,0,0,0,0
183,0,24,0,135,95133,1,1.5,1,0,0,0,1,0
184,1,29,3,148,92173,3,4.1,1,0,0,0,1,0
185,0,52,26,63,92717,2,1.5,2,0,1,0,1,0
186,0,39,14,115,91320,1,1,3,0,0,0,1,0
187,0,48,23,45,95616,1,0.3,1,0,0,0,1,1
188,1,46,21,159,94305,3,1.9,3,315,0,0,1,0
189,0,64,40,169,91320,2,2.1,1,122,0,0,1,0
190,0,55,29,112,94043,2,1.4,1,0,0,0,1,0
191,0,60,36,93,92521,1,4.3,1,0,0,0,1,0
192,0,51,25,29,90404,1,0.3,3,140,0,0,0,0
193,0,50,23,85,92122,1,2.67,2,0,0,0,1,0
194,0,48,24,21,93118,4,0.6,1,0,0,0,1,1
195,0,53,29,144,92697,2,6.8,1,0,0,0,1,0
196,0,34,10,13,94577,4,1,1,95,1,0,1,0
197,0,48,24,165,93407,1,5,1,0,0,0,0,1
198,0,55,31,9,91345,4,0.7,1,89,0,0,1,0
199,0,27,3,59,94123,4,0,1,90,1,0,1,0
200,1,36,11,158,92152,1,5.1,3,0,0,1,1,1
201,0,32,6,29,91355,1,1.9,3,0,0,0,1,1
202,0,35,9,20,94609,2,1.4,3,0,0,0,1,1
203,0,30,3,68,94306,4,2,2,0,0,0,1,0
204,0,58,34,65,95747,4,2.2,1,0,0,0,1,0
205,0,56,31,61,96150,2,1.9,2,105,0,0,0,0
206,0,38,12,91,95616,4,1.4,2,100,0,0,0,1
207,0,49,25,31,91355,1,1,1,0,1,0,1,0
208,0,34,10,71,94115,4,0.1,2,0,0,0,0,0
209,0,40,16,73,94110,4,2.67,1,0,0,0,1,1
210,1,64,39,172,94707,4,3.1,1,282,0,1,1,1
211,0,51,26,20,92131,2,0,1,0,0,0,0,0
212,0,44,18,55,94720,1,0.2,1,0,0,0,0,0
213,0,46,22,69,91604,2,1.7,1,209,0,0,0,0
214,0,57,33,155,91326,1,7.4,1,0,0,0,1,0
215,0,54,28,94,90291,1,1.9,2,0,0,0,0,0
216,0,38,14,92,95818,2,0,1,249,0,0,1,1
217,0,27,3,125,95521,2,0.6,1,0,0,0,0,0
218,0,39,14,74,94305,3,3,1,0,0,0,0,0
219,0,44,20,72,92807,3,0.3,3,0,0,0,1,0
220,0,56,30,61,94707,1,2.2,3,0,0,0,1,1
221,0,32,6,25,92130,2,0.3,1,0,0,0,0,1
222,0,45,19,83,95051,2,1.7,2,0,0,0,1,0
223,0,26,2,104,94306,3,2.5,1,0,0,0,0,0
224,0,55,25,41,95014,3,1,3,0,0,0,1,0
225,0,52,27,58,94305,4,1.8,3,91,0,0,0,0
226,0,39,13,93,94720,1,1.5,3,0,0,0,0,1
227,0,24,-1,39,94085,2,1.7,2,0,0,0,0,0
228,0,47,23,148,94551,2,7.5,1,0,0,1,1,1
229,0,47,22,53,92677,4,1.9,3,98,1,1,0,1
230,0,48,24,71,93117,2,1.7,1,145,0,0,0,1
231,0,47,22,92,94720,1,2.8,2,0,0,0,1,0
232,0,35,10,61,94304,4,2.1,3,0,0,0,1,0
233,0,46,19,38,94122,3,2.5,2,135,0,0,0,0
234,0,62,37,58,91320,4,1.7,1,0,0,0,1,0
235,0,26,1,80,95616,1,0.8,2,150,0,0,0,0
236,0,38,8,71,94720,4,1.8,3,0,0,0,1,0
237,0,43,18,89,93407,3,0.5,3,0,0,0,1,1
238,0,62,38,83,92521,1,1.8,3,0,0,0,1,0
239,0,57,32,28,95831,3,0.2,1,0,0,0,1,1
240,0,28,3,52,94112,4,1.7,2,0,0,0,0,0
241,0,51,26,70,90089,1,1.2,1,169,0,0,0,0
242,0,48,22,71,91711,1,1.4,3,0,0,0,0,1
243,0,41,16,75,94005,1,3.7,3,280,0,0,0,0
244,1,65,39,170,90095,3,7.9,3,99,0,1,1,0
245,0,41,17,78,94025,4,0.8,1,78,0,0,1,0
246,0,35,11,25,92614,2,1,2,0,0,0,0,0
247,0,38,14,60,94025,2,0.6,3,0,0,0,1,1
248,1,53,29,120,92626,4,2.7,2,111,1,1,1,0
249,0,55,29,99,92121,2,1.4,1,264,0,0,1,1
250,0,26,1,55,90089,3,2.6,3,113,0,0,0,1
251,0,30,6,29,94305,3,1,2,117,0,0,0,0
252,1,54,28,170,92182,2,6.2,2,325,0,0,1,0
253,0,65,40,53,91711,3,2.2,1,0,0,0,0,1
254,0,47,21,138,94583,1,0,1,0,0,0,0,0
255,1,65,41,134,91942,3,3.9,3,121,0,0,1,0
256,0,66,40,42,92103,2,0.7,3,138,0,0,0,1
257,0,26,0,99,92697,4,2.3,3,0,0,0,0,1
258,0,66,41,18,92691,3,0.5,1,0,0,0,0,1
259,0,35,9,24,95747,4,0.3,1,0,0,0,1,0
260,0,56,30,55,94107,1,1.4,1,77,0,0,1,0
261,0,51,27,58,92407,1,0,1,0,0,0,0,1
262,1,42,16,111,93106,2,1.2,3,251,0,0,1,0
263,0,49,23,33,90245,1,0.3,3,0,0,1,1,1
264,0,27,1,74,92121,4,1.8,2,112,0,0,1,1
265,0,45,19,38,90840,2,0.7,1,0,0,0,0,0
266,0,49,23,23,94305,4,0.6,3,98,1,0,0,0
267,0,63,38,61,94720,2,1.5,1,0,0,0,1,0
268,0,47,22,81,90504,1,2.9,1,138,0,0,0,0
269,0,64,39,129,94002,1,2.5,1,0,0,0,1,0
270,0,43,13,33,95039,1,0.75,3,0,0,0,0,0
271,0,60,36,63,94063,4,2.2,1,0,0,0,1,0
272,0,40,14,70,94923,4,1.4,2,0,0,0,1,0
273,0,29,3,45,95023,4,0.2,1,158,0,0,1,1
274,0,41,16,65,90095,3,0.5,3,0,0,0,1,0
275,0,30,5,74,95616,4,2.2,1,0,1,0,0,1
276,0,49,24,50,94706,4,1.8,3,0,1,0,0,0
277,0,30,5,22,90058,4,0.5,3,109,0,0,1,0
278,0,29,2,30,92126,4,1,3,0,0,0,0,0
279,0,50,26,21,91125,4,1,1,0,0,0,1,0
280,0,39,14,155,94577,2,3.9,1,0,0,0,1,0
281,0,33,8,64,92121,4,2.1,3,164,0,0,1,0
282,0,57,31,65,94118,4,2.6,3,0,0,0,0,1
283,0,34,9,71,91711,4,0.7,3,0,0,0,1,0
284,0,61,36,40,90029,3,0.5,2,0,1,0,1,0
285,0,44,19,69,92806,3,0.5,3,0,0,0,1,0
286,0,40,13,69,94305,3,2.33,2,0,0,0,0,0
287,0,51,25,45,94806,3,0.6,2,131,0,0,1,0
288,0,37,12,62,92110,3,0.7,2,0,0,0,0,1
289,1,44,19,172,94306,2,4.3,3,391,1,1,1,0
290,0,42,15,24,92121,3,1,2,0,0,0,1,1
291,0,51,25,80,92373,1,4.9,1,0,0,0,0,0
292,0,43,16,8,90089,3,0.67,2,88,0,0,1,0
293,0,30,5,38,94542,4,0.8,1,129,0,0,1,1
294,0,45,19,93,90095,4,2.6,3,0,0,0,0,0
295,0,35,9,55,94536,1,2,1,0,0,0,1,0
296,0,60,34,64,94304,2,1.7,3,0,0,0,0,1
297,0,34,9,122,90623,1,0,1,0,0,0,1,0
298,0,55,25,70,93720,3,1.4,3,0,0,0,1,0
299,0,43,19,81,92069,2,3.2,1,0,0,0,0,0
300,1,41,15,159,90057,1,5.5,3,0,0,1,1,0
301,0,34,9,70,92843,4,1.3,1,0,1,0,0,0
302,0,65,39,150,92120,2,6.9,1,196,0,0,0,0
303,0,45,21,152,94550,2,7.5,1,0,0,0,1,0
304,1,49,25,195,95605,4,3,1,617,0,0,0,0
305,0,48,23,22,90740,1,0.1,1,0,0,0,0,0
306,0,60,35,22,91207,1,1.3,1,123,0,0,1,0
307,0,55,29,79,92373,3,0.8,1,0,0,0,1,1
308,0,42,18,33,90401,1,1.4,3,0,0,0,1,0
309,0,32,8,128,94720,2,4.33,1,0,0,1,1,1
310,0,62,38,91,95929,1,3.8,1,0,1,0,1,0
311,0,57,32,39,90277,4,0.9,1,0,0,0,1,1
312,0,52,26,121,94550,1,7.3,1,167,0,0,1,0
313,0,36,6,21,91741,1,0.67,3,0,1,0,1,0
314,0,34,9,41,93720,3,2.3,1,0,0,0,0,1
315,0,63,37,45,93437,2,0.7,3,0,0,0,1,0
316,0,24,-2,51,90630,3,0.3,3,0,0,0,1,0
317,1,57,31,165,95054,1,1.6,2,0,0,0,1,0
318,1,40,16,119,91335,2,4.2,2,0,0,0,1,0
319,0,27,2,110,95670,4,1.8,3,190,0,0,1,0
320,0,65,39,20,90034,3,0.7,2,0,0,0,0,1
321,0,60,34,64,90266,1,0.8,2,248,0,0,0,0
322,1,44,20,101,92717,3,4.4,2,82,0,0,0,0
323,1,63,39,101,92007,1,3.9,1,0,1,1,1,0
324,1,59,34,99,90034,1,4.4,1,0,0,0,0,0
325,1,56,30,158,90089,4,6.1,1,0,0,0,0,0
326,0,54,28,89,95039,1,1.9,2,0,0,0,1,1
327,0,52,27,80,95616,1,1.3,3,0,0,1,1,1
328,0,58,32,114,91330,2,2,1,402,0,0,1,0
329,0,60,35,49,94110,3,0.5,2,0,0,0,1,1
330,0,28,4,191,90064,1,6.33,1,0,0,0,1,0
331,0,54,30,78,92374,4,1,2,0,0,0,1,0
332,0,32,6,28,94115,3,1,1,0,0,0,0,0
333,0,59,33,42,95630,1,0.8,2,0,0,0,1,0
334,0,63,38,140,92407,1,2.5,1,0,0,0,0,0
335,0,48,23,45,95053,1,1.3,2,0,0,0,1,0
336,0,56,32,122,95827,2,0.3,1,360,0,1,1,1
337,0,36,12,65,95051,3,2.6,2,0,0,0,1,0
338,0,57,27,68,94117,1,1.4,3,0,0,0,1,0
339,0,29,3,153,93657,2,2,1,392,0,0,0,0
340,0,39,13,89,92110,4,1.4,2,0,0,0,0,0
341,0,59,34,91,93524,1,2.6,1,0,0,0,1,1
342,0,31,6,55,92038,4,2,2,185,0,0,1,0
343,0,43,19,118,91304,2,3.3,1,0,0,0,0,1
344,0,35,5,22,93407,1,0.67,3,103,0,0,0,0
345,0,54,24,63,92606,3,1.4,3,138,0,0,1,1
346,0,51,27,12,92192,4,0.5,2,78,1,0,1,0
347,0,44,19,50,90745,3,2.7,2,0,0,0,1,0
348,0,25,0,43,94305,2,1.6,3,0,1,1,1,1
349,1,40,15,173,95060,4,6.6,1,0,0,1,1,1
350,1,26,2,60,93407,2,3,1,132,0,0,0,0
351,0,39,14,113,94301,1,1,3,0,1,0,1,0
352,1,28,4,155,92182,4,5.3,2,0,0,0,1,0
353,0,52,28,91,92692,4,1,2,0,0,0,0,1
354,0,53,29,55,95818,4,1.1,2,0,0,0,1,0
355,0,44,20,173,90277,2,1.4,1,419,0,0,1,0
356,0,43,19,71,92101,3,0.3,3,0,0,0,0,1
357,0,56,30,24,94704,2,0.4,3,88,0,0,0,0
358,0,38,14,42,94610,1,2,2,81,0,0,1,0
359,0,30,6,141,94539,2,4.33,1,0,0,0,1,0
360,0,32,6,32,93106,1,1.9,3,0,0,0,1,0
361,0,35,10,55,94539,4,1.3,1,0,0,0,0,0
362,0,43,19,153,90254,2,7.5,1,0,0,0,1,0
363,0,58,32,113,94590,2,1.4,1,270,0,0,0,1
364,0,25,0,30,92691,2,1.7,2,0,0,0,0,0
365,0,54,24,29,92028,3,1,3,148,0,0,0,1
366,1,57,32,174,90089,1,6.8,2,466,0,0,1,0
367,0,50,24,35,92717,1,0.3,3,0,0,0,1,0
368,0,32,8,98,95054,2,2,2,175,0,0,1,0
369,0,63,37,30,92054,2,1,3,159,0,0,1,0
370,0,31,6,58,95051,2,2.5,1,0,0,0,0,1
371,0,36,12,25,92101,4,1,1,147,0,0,0,0
372,0,58,34,19,92029,4,0.7,1,0,0,0,0,0
373,0,56,30,44,93105,4,0.7,2,174,0,0,1,0
374,0,49,25,20,90291,4,1,1,111,0,0,1,1
375,0,30,5,98,91941,2,3.1,1,220,0,0,1,0
376,0,33,7,90,92346,3,1.6,1,0,0,0,1,0
377,0,45,21,61,94304,3,0.7,1,0,0,0,0,0
378,0,30,5,40,94402,4,2,2,0,0,0,1,0
379,0,47,23,38,94618,2,2.1,3,0,0,0,0,0
380,0,25,0,28,92093,2,1.7,2,0,0,0,0,0
381,0,63,33,34,94305,1,1.5,3,0,0,0,1,1
382,0,55,29,73,95616,2,2.3,3,0,0,0,1,1
383,1,65,41,133,94904,4,2,1,0,0,0,0,1
384,0,44,18,53,94608,1,0.2,1,0,0,0,1,0
385,0,51,25,21,9307,4,0.6,3,0,0,0,1,1
386,0,35,9,40,93943,3,0.9,1,0,0,0,1,0
387,0,30,5,41,95051,4,1.7,2,0,0,0,1,0
388,0,31,5,82,95482,4,1.8,2,0,0,0,1,0
389,1,54,30,100,95814,4,3.4,3,0,0,0,0,0
390,0,45,20,155,90024,1,7,1,0,0,0,1,1
391,0,45,19,45,92521,1,0.2,1,0,0,0,1,0
392,0,58,32,9,94080,3,0.3,3,0,0,0,0,1
393,0,54,29,48,91709,4,1.8,3,0,0,0,1,0
394,0,53,28,18,90095,4,0.1,3,109,1,1,1,1
395,0,33,9,80,91311,4,3.4,1,0,0,0,1,1
396,0,60,35,64,94509,2,2.8,1,0,0,0,0,0
397,0,50,24,29,93023,4,0.1,1,0,0,0,0,0
398,0,26,2,48,90503,3,0.7,2,0,0,0,1,0
399,0,54,30,23,94608,2,0.4,1,0,0,0,0,0
400,0,28,3,84,90024,4,0.2,1,0,0,0,1,1
401,1,36,10,179,94542,3,6.6,1,0,0,0,1,0
402,0,29,2,30,95747,4,1.5,2,112,0,0,0,1
403,0,54,28,93,91604,1,4.9,1,133,0,1,1,1
404,0,55,30,39,92647,2,1.9,2,0,0,0,0,0
405,0,61,36,60,92866,3,0.5,2,182,0,0,0,0
406,0,36,11,133,90245,1,3.8,1,290,1,1,1,1
407,0,45,19,125,92354,1,2.4,1,0,0,0,0,0
408,0,64,40,58,93437,1,1.8,3,0,0,0,1,0
409,0,60,36,89,91745,2,2.8,1,0,0,0,1,0
410,0,49,22,82,90019,1,2.67,2,125,0,0,1,0
411,0,47,23,110,94111,2,3.3,1,0,0,0,1,1
412,0,60,36,54,92182,4,2.3,3,0,1,0,0,0
413,0,45,20,89,93311,4,1.9,3,0,0,0,1,0
414,0,32,7,42,92407,3,2.3,1,0,0,0,1,0
415,0,52,28,41,94309,3,1.9,2,0,0,0,0,1
416,0,35,8,38,93106,4,1,2,124,0,0,1,0
417,0,40,15,85,94304,2,0.4,1,0,0,0,1,0
418,0,53,29,83,90073,4,1,2,0,0,0,1,0
419,0,27,0,33,90089,4,1,3,0,0,0,0,0
420,0,58,33,50,94501,4,2.1,1,0,0,0,0,1
421,0,47,22,58,93105,4,3.6,3,0,0,0,1,1
422,1,28,3,115,92333,4,3.1,2,0,0,0,0,0
423,0,46,20,145,91380,2,6.3,1,0,1,1,1,0
424,0,43,19,161,95616,2,7.5,1,0,0,0,0,0
425,0,56,30,38,92029,1,0.2,1,0,0,0,0,0
426,0,28,3,28,90505,4,0.8,1,0,0,0,1,0
427,0,42,18,75,92182,3,2.33,1,0,0,0,0,1
428,0,32,7,35,92521,3,1.3,1,116,0,0,0,1
429,0,62,38,24,94720,2,1,1,116,0,0,0,1
430,0,37,13,78,94998,4,0.1,2,0,0,0,1,0
431,0,51,26,113,94086,1,1.3,3,161,0,0,1,0
432,0,39,13,75,94305,3,2.1,1,224,0,0,1,0
433,0,43,17,91,91311,1,5.7,1,0,0,0,1,0
434,0,52,28,31,91330,4,0.2,1,141,0,0,1,1
435,0,30,6,45,95819,1,1.8,2,0,0,0,1,0
436,0,52,26,80,94709,3,0.8,1,0,0,0,0,0
437,0,61,35,50,92122,3,1.4,3,112,0,0,1,0
438,0,36,9,31,95825,4,1,2,0,1,0,1,0
439,1,58,32,113,93943,2,3.8,2,119,0,1,1,1
440,0,47,23,29,94304,4,0.6,1,0,0,0,1,0
441,0,64,39,59,92626,2,1.5,1,139,0,0,1,0
442,0,52,27,43,93555,1,1.3,2,0,1,0,1,0
443,1,58,28,122,95136,1,3,3,115,0,0,1,0
444,0,48,24,29,90509,1,1,1,0,0,0,0,0
445,0,64,40,91,93106,2,0,3,0,0,0,1,1
446,0,58,32,65,94590,3,2.2,3,0,0,0,1,0
447,0,47,23,22,93108,1,1,1,0,0,0,0,1
448,0,49,23,71,95134,1,1.4,3,0,0,0,0,0
449,0,31,4,60,94588,4,2,2,0,0,0,1,1
450,0,61,37,60,91706,3,2,3,0,0,0,1,0
451,0,51,25,69,95747,1,0.3,1,0,0,0,1,1
