{crackers, health} -> {household} (conf: 0.624, supp: 0.501, lift: 0.927, conv: 0.869)
{instant_dinner, water} -> {meat} (conf: 0.743, supp: 0.581, lift: 0.955, conv: 0.864)
{health, water} -> {personal_care} (conf: 0.779, supp: 0.568, lift: 0.956, conv: 0.836)
{crackers, household} -> {books} (conf: 0.797, supp: 0.521, lift: 0.956, conv: 0.819)
{ethnic, health} -> {dessert} (conf: 0.759, supp: 0.567, lift: 0.956, conv: 0.855)
{dessert, other} -> {health} (conf: 0.784, supp: 0.577, lift: 0.956, conv: 0.834)
{books, produce} -> {household} (conf: 0.644, supp: 0.532, lift: 0.956, conv: 0.918)
{canned, household} -> {books} (conf: 0.798, supp: 0.522, lift: 0.957, conv: 0.821)
{household, pastry} -> {books} (conf: 0.798, supp: 0.522, lift: 0.957, conv: 0.821)
{household, packaged_foods} -> {nutrition} (conf: 0.767, supp: 0.501, lift: 0.957, conv: 0.851)
{ethnic, water} -> {household} (conf: 0.644, supp: 0.528, lift: 0.957, conv: 0.918)
{dessert, household} -> {instant_dinner} (conf: 0.842, supp: 0.513, lift: 0.957, conv: 0.760)
{drug, health} -> {personal_care} (conf: 0.780, supp: 0.607, lift: 0.957, conv: 0.840)
{instant_dinner, nutrition} -> {meat} (conf: 0.744, supp: 0.527, lift: 0.957, conv: 0.869)
{baking, personal_care} -> {health} (conf: 0.785, supp: 0.597, lift: 0.957, conv: 0.836)
{household, meat} -> {ethnic} (conf: 0.869, supp: 0.503, lift: 0.957, conv: 0.703)
{deli, meat} -> {instant_dinner} (conf: 0.842, supp: 0.581, lift: 0.957, conv: 0.760)
{books, instant_dinner} -> {dessert} (conf: 0.760, supp: 0.566, lift: 0.957, conv: 0.859)
{baking, dessert} -> {health} (conf: 0.785, supp: 0.584, lift: 0.957, conv: 0.837)
{ethnic, seasonal} -> {household} (conf: 0.644, supp: 0.549, lift: 0.957, conv: 0.919)
{frozen_dessert, instant_dinner} -> {household} (conf: 0.644, supp: 0.541, lift: 0.958, conv: 0.920)
{deli, personal_care} -> {health} (conf: 0.785, supp: 0.567, lift: 0.958, conv: 0.838)
{health, seasonal} -> {personal_care} (conf: 0.781, supp: 0.600, lift: 0.958, conv: 0.843)
{nutrition, produce} -> {household} (conf: 0.645, supp: 0.512, lift: 0.958, conv: 0.920)
{fruit, health} -> {meat} (conf: 0.746, supp: 0.561, lift: 0.959, conv: 0.874)
{crackers, household} -> {nutrition} (conf: 0.769, supp: 0.502, lift: 0.959, conv: 0.858)
{deli, household} -> {instant_dinner} (conf: 0.844, supp: 0.514, lift: 0.959, conv: 0.770)
{frozen_dessert, health} -> {personal_care} (conf: 0.782, supp: 0.600, lift: 0.959, conv: 0.848)
{frozen_food, household} -> {nutrition} (conf: 0.769, supp: 0.503, lift: 0.960, conv: 0.860)
{instant_dinner, nutrition} -> {dessert} (conf: 0.762, supp: 0.539, lift: 0.960, conv: 0.865)
{dessert, meat} -> {instant_dinner} (conf: 0.845, supp: 0.578, lift: 0.960, conv: 0.773)
{ethnic, health} -> {personal_care} (conf: 0.783, supp: 0.584, lift: 0.960, conv: 0.850)
{meat, personal_care} -> {health} (conf: 0.788, supp: 0.537, lift: 0.960, conv: 0.846)
{ethnic, fruit} -> {meat} (conf: 0.747, supp: 0.627, lift: 0.960, conv: 0.878)
{ethnic, frozen_dessert} -> {household} (conf: 0.646, supp: 0.557, lift: 0.961, conv: 0.925)
{dessert, none} -> {health} (conf: 0.788, supp: 0.506, lift: 0.961, conv: 0.848)
{other, personal_care} -> {health} (conf: 0.788, supp: 0.608, lift: 0.961, conv: 0.848)
{drug, frozen_dessert} -> {household} (conf: 0.647, supp: 0.564, lift: 0.961, conv: 0.926)
{ethnic, health} -> {meat} (conf: 0.747, supp: 0.558, lift: 0.961, conv: 0.880)
{dessert, none} -> {books} (conf: 0.802, supp: 0.514, lift: 0.961, conv: 0.837)
{books, frozen_dessert} -> {dessert} (conf: 0.763, supp: 0.600, lift: 0.962, conv: 0.871)
{seasonal, water} -> {household} (conf: 0.647, supp: 0.536, lift: 0.962, conv: 0.927)
{books, pastry} -> {household} (conf: 0.647, supp: 0.522, lift: 0.962, conv: 0.927)
{books, fruit} -> {meat} (conf: 0.748, supp: 0.567, lift: 0.962, conv: 0.882)
{drug, seasonal} -> {household} (conf: 0.647, supp: 0.566, lift: 0.962, conv: 0.927)
{pastry, personal_care} -> {health} (conf: 0.789, supp: 0.625, lift: 0.962, conv: 0.852)
{frozen_dessert, fruit} -> {household} (conf: 0.647, supp: 0.559, lift: 0.962, conv: 0.928)
{personal_care, produce} -> {health} (conf: 0.789, supp: 0.640, lift: 0.962, conv: 0.853)
{drug, health} -> {dessert} (conf: 0.764, supp: 0.594, lift: 0.962, conv: 0.873)
{frozen_dessert, water} -> {household} (conf: 0.648, supp: 0.537, lift: 0.962, conv: 0.928)
{baking, meat} -> {instant_dinner} (conf: 0.847, supp: 0.615, lift: 0.962, conv: 0.784)
{household, personal_care} -> {nutrition} (conf: 0.771, supp: 0.506, lift: 0.962, conv: 0.868)
{fruit, nutrition} -> {dessert} (conf: 0.764, supp: 0.567, lift: 0.963, conv: 0.874)
{packaged_foods, personal_care} -> {health} (conf: 0.790, supp: 0.623, lift: 0.963, conv: 0.854)
{canned, nutrition} -> {household} (conf: 0.648, supp: 0.501, lift: 0.963, conv: 0.929)
{crackers, instant_dinner} -> {household} (conf: 0.648, supp: 0.558, lift: 0.963, conv: 0.929)
{dessert, household} -> {fruit} (conf: 0.875, supp: 0.533, lift: 0.963, conv: 0.729)
{frozen_dessert, personal_care} -> {health} (conf: 0.790, supp: 0.600, lift: 0.963, conv: 0.855)
{books, frozen_food} -> {household} (conf: 0.648, supp: 0.519, lift: 0.963, conv: 0.929)
{health, seasonal} -> {dessert} (conf: 0.765, supp: 0.588, lift: 0.963, conv: 0.875)
{drug, instant_dinner} -> {meat} (conf: 0.749, supp: 0.619, lift: 0.963, conv: 0.886)
{instant_dinner, seasonal} -> {meat} (conf: 0.749, supp: 0.619, lift: 0.963, conv: 0.886)
{dessert, meat} -> {health} (conf: 0.790, supp: 0.541, lift: 0.963, conv: 0.857)
{crackers, seasonal} -> {food_add-ons} (conf: 0.551, supp: 0.501, lift: 0.963, conv: 0.953)
{crackers, instant_dinner} -> {meat} (conf: 0.749, supp: 0.645, lift: 0.963, conv: 0.886)
{frozen_food, personal_care} -> {health} (conf: 0.790, supp: 0.625, lift: 0.963, conv: 0.857)
{frozen_dessert, nutrition} -> {dessert} (conf: 0.765, supp: 0.573, lift: 0.963, conv: 0.877)
{dessert, personal_care} -> {books} (conf: 0.804, supp: 0.562, lift: 0.964, conv: 0.845)
{dessert, frozen_dessert} -> {health} (conf: 0.790, supp: 0.579, lift: 0.964, conv: 0.858)
{dessert, produce} -> {health} (conf: 0.790, supp: 0.622, lift: 0.964, conv: 0.858)
{baking, household} -> {instant_dinner} (conf: 0.848, supp: 0.552, lift: 0.964, conv: 0.790)
{books, fruit} -> {personal_care} (conf: 0.786, supp: 0.596, lift: 0.964, conv: 0.863)
{health, water} -> {dessert} (conf: 0.765, supp: 0.558, lift: 0.964, conv: 0.878)
{frozen_dessert, fruit} -> {meat} (conf: 0.750, supp: 0.648, lift: 0.964, conv: 0.889)
{fruit, water} -> {meat} (conf: 0.750, supp: 0.603, lift: 0.964, conv: 0.889)
{health, water} -> {meat} (conf: 0.750, supp: 0.547, lift: 0.964, conv: 0.889)
{crackers, frozen_dessert} -> {food_add-ons} (conf: 0.551, supp: 0.508, lift: 0.965, conv: 0.955)
{health, instant_dinner} -> {baking} (conf: 0.834, supp: 0.610, lift: 0.965, conv: 0.815)
{books, canned} -> {household} (conf: 0.649, supp: 0.522, lift: 0.965, conv: 0.932)
{health, instant_dinner} -> {deli} (conf: 0.811, supp: 0.593, lift: 0.965, conv: 0.844)
{frozen_dessert, produce} -> {food_add-ons} (conf: 0.552, supp: 0.513, lift: 0.965, conv: 0.955)
{health, produce} -> {dessert} (conf: 0.766, supp: 0.622, lift: 0.965, conv: 0.881)
{books, nutrition} -> {personal_care} (conf: 0.787, supp: 0.529, lift: 0.965, conv: 0.866)
{frozen_pizza, personal_care} -> {health} (conf: 0.792, supp: 0.564, lift: 0.965, conv: 0.863)
{meat, personal_care} -> {fruit} (conf: 0.877, supp: 0.598, lift: 0.965, conv: 0.743)
{crackers, health} -> {personal_care} (conf: 0.787, supp: 0.632, lift: 0.965, conv: 0.867)
{frozen_dessert, seasonal} -> {household} (conf: 0.650, supp: 0.569, lift: 0.965, conv: 0.933)
{books, health} -> {meat} (conf: 0.751, supp: 0.523, lift: 0.965, conv: 0.892)
{dessert, pastry} -> {health} (conf: 0.792, supp: 0.613, lift: 0.966, conv: 0.864)
{crackers, health} -> {dessert} (conf: 0.767, supp: 0.615, lift: 0.966, conv: 0.883)
{dessert, meat} -> {fruit} (conf: 0.878, supp: 0.600, lift: 0.966, conv: 0.745)
{dessert, packaged_foods} -> {health} (conf: 0.792, supp: 0.609, lift: 0.966, conv: 0.865)
{frozen_dessert, health} -> {meat} (conf: 0.751, supp: 0.577, lift: 0.966, conv: 0.893)
{ethnic, nutrition} -> {meat} (conf: 0.751, supp: 0.551, lift: 0.966, conv: 0.893)
{dessert, other} -> {nutrition} (conf: 0.774, supp: 0.569, lift: 0.966, conv: 0.879)
{dessert, ethnic} -> {health} (conf: 0.792, supp: 0.567, lift: 0.966, conv: 0.866)
{dessert, frozen_food} -> {health} (conf: 0.793, supp: 0.610, lift: 0.966, conv: 0.867)
{household, other} -> {instant_dinner} (conf: 0.850, supp: 0.547, lift: 0.966, conv: 0.802)
{none, personal_care} -> {health} (conf: 0.793, supp: 0.534, lift: 0.966, conv: 0.867)
{baking, other} -> {health} (conf: 0.793, supp: 0.630, lift: 0.967, conv: 0.868)
{household, packaged_foods} -> {instant_dinner} (conf: 0.851, supp: 0.556, lift: 0.967, conv: 0.804)
{frozen_meat, instant_dinner} -> {household} (conf: 0.651, supp: 0.504, lift: 0.967, conv: 0.936)
{frozen_pizza, instant_dinner} -> {household} (conf: 0.651, supp: 0.507, lift: 0.967, conv: 0.936)
{ethnic, personal_care} -> {health} (conf: 0.793, supp: 0.584, lift: 0.967, conv: 0.869)
{ethnic, frozen_dessert} -> {meat} (conf: 0.752, supp: 0.648, lift: 0.967, conv: 0.897)
{books, instant_dinner} -> {personal_care} (conf: 0.789, supp: 0.587, lift: 0.967, conv: 0.874)
{meat, other} -> {instant_dinner} (conf: 0.851, supp: 0.615, lift: 0.967, conv: 0.807)
{frozen_food, nutrition} -> {household} (conf: 0.651, supp: 0.503, lift: 0.968, conv: 0.937)
{meat, personal_care} -> {instant_dinner} (conf: 0.852, supp: 0.581, lift: 0.968, conv: 0.808)
{books, drug} -> {dessert} (conf: 0.768, supp: 0.597, lift: 0.968, conv: 0.890)
{frozen_meat, personal_care} -> {health} (conf: 0.794, supp: 0.563, lift: 0.968, conv: 0.873)
{health, produce} -> {personal_care} (conf: 0.789, supp: 0.640, lift: 0.968, conv: 0.877)
{instant_dinner, produce} -> {meat} (conf: 0.753, supp: 0.659, lift: 0.968, conv: 0.900)
{produce, seasonal} -> {food_add-ons} (conf: 0.554, supp: 0.508, lift: 0.968, conv: 0.960)
{crackers, personal_care} -> {health} (conf: 0.794, supp: 0.632, lift: 0.968, conv: 0.874)
{meat, other} -> {health} (conf: 0.794, supp: 0.574, lift: 0.969, conv: 0.875)
{household, produce} -> {instant_dinner} (conf: 0.853, supp: 0.571, lift: 0.969, conv: 0.813)
{instant_dinner, produce} -> {household} (conf: 0.652, supp: 0.571, lift: 0.969, conv: 0.940)
{fruit, instant_dinner} -> {dessert} (conf: 0.769, supp: 0.633, lift: 0.969, conv: 0.893)
{meat, packaged_foods} -> {instant_dinner} (conf: 0.853, supp: 0.637, lift: 0.969, conv: 0.814)
{food_add-ons, produce} -> {frozen_dessert} (conf: 0.907, supp: 0.513, lift: 0.969, conv: 0.687)
{dessert, other} -> {books} (conf: 0.808, supp: 0.594, lift: 0.969, conv: 0.865)
{canned, personal_care} -> {health} (conf: 0.795, supp: 0.629, lift: 0.969, conv: 0.877)
{dessert, meat} -> {books} (conf: 0.808, supp: 0.553, lift: 0.969, conv: 0.867)
{household, personal_care} -> {instant_dinner} (conf: 0.853, supp: 0.559, lift: 0.970, conv: 0.817)
{fruit, health} -> {baking} (conf: 0.839, supp: 0.630, lift: 0.970, conv: 0.837)
{health, nutrition} -> {baking} (conf: 0.839, supp: 0.566, lift: 0.970, conv: 0.837)
{baking, dessert} -> {books} (conf: 0.809, supp: 0.602, lift: 0.970, conv: 0.868)
{frozen_meat, water} -> {household} (conf: 0.653, supp: 0.502, lift: 0.970, conv: 0.942)
{food_add-ons, produce} -> {seasonal} (conf: 0.898, supp: 0.508, lift: 0.970, conv: 0.725)
{baking, meat} -> {health} (conf: 0.796, supp: 0.578, lift: 0.970, conv: 0.879)
{household, other} -> {fruit} (conf: 0.882, supp: 0.567, lift: 0.970, conv: 0.769)
{frozen_dessert, fruit} -> {dessert} (conf: 0.770, supp: 0.665, lift: 0.970, conv: 0.897)
{baking, deli} -> {health} (conf: 0.796, supp: 0.613, lift: 0.970, conv: 0.880)
{canned, dessert} -> {health} (conf: 0.796, supp: 0.613, lift: 0.970, conv: 0.880)
{baking, food_add-ons} -> {frozen_dessert} (conf: 0.908, supp: 0.508, lift: 0.970, conv: 0.696)
{frozen_meat, health} -> {personal_care} (conf: 0.791, supp: 0.563, lift: 0.971, conv: 0.885)
{meat, nutrition} -> {instant_dinner} (conf: 0.854, supp: 0.527, lift: 0.971, conv: 0.822)
{dessert, personal_care} -> {fruit} (conf: 0.882, supp: 0.617, lift: 0.971, conv: 0.773)
{crackers, fruit} -> {household} (conf: 0.653, supp: 0.583, lift: 0.971, conv: 0.943)
{canned, meat} -> {instant_dinner} (conf: 0.854, supp: 0.644, lift: 0.971, conv: 0.823)
{dessert, fruit} -> {books} (conf: 0.810, supp: 0.573, lift: 0.971, conv: 0.872)
{meat, produce} -> {instant_dinner} (conf: 0.854, supp: 0.659, lift: 0.971, conv: 0.823)
{frozen_dessert, nutrition} -> {meat} (conf: 0.755, supp: 0.566, lift: 0.971, conv: 0.907)
{dessert, household} -> {drug} (conf: 0.902, supp: 0.549, lift: 0.971, conv: 0.723)
{fruit, personal_care} -> {health} (conf: 0.796, supp: 0.581, lift: 0.971, conv: 0.882)
{frozen_dessert, instant_dinner} -> {dessert} (conf: 0.771, supp: 0.647, lift: 0.971, conv: 0.899)
{health, pastry} -> {personal_care} (conf: 0.791, supp: 0.625, lift: 0.971, conv: 0.886)
{deli, household} -> {water} (conf: 0.855, supp: 0.521, lift: 0.971, conv: 0.824)
{crackers, meat} -> {instant_dinner} (conf: 0.855, supp: 0.645, lift: 0.971, conv: 0.824)
{crackers, dessert} -> {health} (conf: 0.796, supp: 0.615, lift: 0.971, conv: 0.883)
{frozen_meat, instant_dinner} -> {meat} (conf: 0.755, supp: 0.586, lift: 0.971, conv: 0.908)
{books, ethnic} -> {meat} (conf: 0.755, supp: 0.582, lift: 0.971, conv: 0.908)
{crackers, household} -> {instant_dinner} (conf: 0.855, supp: 0.558, lift: 0.971, conv: 0.825)
{baking, food_add-ons} -> {seasonal} (conf: 0.900, supp: 0.503, lift: 0.971, conv: 0.733)
{ethnic, frozen_meat} -> {household} (conf: 0.654, supp: 0.518, lift: 0.971, conv: 0.944)
{canned, household} -> {instant_dinner} (conf: 0.855, supp: 0.559, lift: 0.971, conv: 0.826)
{household, pastry} -> {instant_dinner} (conf: 0.855, supp: 0.559, lift: 0.971, conv: 0.826)
{books, water} -> {dessert} (conf: 0.771, supp: 0.577, lift: 0.971, conv: 0.901)
{deli, dessert} -> {books} (conf: 0.810, supp: 0.559, lift: 0.971, conv: 0.874)
{baking, household} -> {fruit} (conf: 0.883, supp: 0.574, lift: 0.971, conv: 0.778)
{books, health} -> {baking} (conf: 0.841, supp: 0.586, lift: 0.971, conv: 0.845)
{books, ethnic} -> {dessert} (conf: 0.771, supp: 0.594, lift: 0.972, conv: 0.901)
{frozen_dessert, health} -> {baking} (conf: 0.841, supp: 0.645, lift: 0.972, conv: 0.846)
{crackers, drug} -> {household} (conf: 0.654, supp: 0.594, lift: 0.972, conv: 0.945)
{deli, dessert} -> {instant_dinner} (conf: 0.855, supp: 0.591, lift: 0.972, conv: 0.828)
{dessert, frozen_meat} -> {health} (conf: 0.797, supp: 0.549, lift: 0.972, conv: 0.886)
{fruit, nutrition} -> {meat} (conf: 0.756, supp: 0.561, lift: 0.972, conv: 0.910)
{ethnic, nutrition} -> {dessert} (conf: 0.772, supp: 0.566, lift: 0.972, conv: 0.902)
{crackers, ethnic} -> {household} (conf: 0.654, supp: 0.583, lift: 0.972, conv: 0.946)
{frozen_dessert, water} -> {meat} (conf: 0.756, supp: 0.627, lift: 0.972, conv: 0.911)
{frozen_meat, health} -> {dessert} (conf: 0.772, supp: 0.549, lift: 0.972, conv: 0.903)
{ethnic, health} -> {baking} (conf: 0.841, supp: 0.628, lift: 0.972, conv: 0.849)
{books, drug} -> {personal_care} (conf: 0.793, supp: 0.615, lift: 0.972, conv: 0.891)
{household, personal_care} -> {fruit} (conf: 0.884, supp: 0.579, lift: 0.972, conv: 0.784)
{meat, none} -> {health} (conf: 0.798, supp: 0.507, lift: 0.972, conv: 0.888)
{books, instant_dinner} -> {deli} (conf: 0.817, supp: 0.608, lift: 0.973, conv: 0.874)
{ethnic, water} -> {meat} (conf: 0.756, supp: 0.620, lift: 0.973, conv: 0.912)
{baking, household} -> {water} (conf: 0.856, supp: 0.557, lift: 0.973, conv: 0.833)
{health, seasonal} -> {meat} (conf: 0.756, supp: 0.582, lift: 0.973, conv: 0.913)
{frozen_pizza, health} -> {personal_care} (conf: 0.793, supp: 0.564, lift: 0.973, conv: 0.893)
{crackers, water} -> {household} (conf: 0.655, supp: 0.563, lift: 0.973, conv: 0.947)
{ethnic, household} -> {drug} (conf: 0.904, supp: 0.538, lift: 0.973, conv: 0.738)
{frozen_dessert, pastry} -> {food_add-ons} (conf: 0.556, supp: 0.506, lift: 0.973, conv: 0.965)
{deli, other} -> {health} (conf: 0.798, supp: 0.622, lift: 0.973, conv: 0.890)
{household, produce} -> {fruit} (conf: 0.884, supp: 0.592, lift: 0.973, conv: 0.788)
{drug, frozen_meat} -> {household} (conf: 0.655, supp: 0.528, lift: 0.973, conv: 0.948)
{deli, household} -> {ethnic} (conf: 0.883, supp: 0.538, lift: 0.973, conv: 0.791)
{drug, household} -> {ethnic} (conf: 0.883, supp: 0.538, lift: 0.973, conv: 0.791)
{dessert, frozen_pizza} -> {health} (conf: 0.798, supp: 0.558, lift: 0.973, conv: 0.891)
{personal_care, water} -> {health} (conf: 0.798, supp: 0.568, lift: 0.973, conv: 0.891)
{drug, nutrition} -> {dessert} (conf: 0.773, supp: 0.582, lift: 0.973, conv: 0.907)
{meat, pastry} -> {instant_dinner} (conf: 0.857, supp: 0.649, lift: 0.973, conv: 0.836)
{instant_dinner, pastry} -> {household} (conf: 0.655, supp: 0.559, lift: 0.973, conv: 0.948)
{books, frozen_dessert} -> {meat} (conf: 0.757, supp: 0.596, lift: 0.973, conv: 0.915)
{books, seasonal} -> {none} (conf: 0.754, supp: 0.596, lift: 0.974, conv: 0.917)
{books, crackers} -> {dessert} (conf: 0.773, supp: 0.629, lift: 0.974, conv: 0.907)
{frozen_food, household} -> {instant_dinner} (conf: 0.857, supp: 0.561, lift: 0.974, conv: 0.837)
{dessert, personal_care} -> {nutrition} (conf: 0.780, supp: 0.546, lift: 0.974, conv: 0.904)
{health, nutrition} -> {other} (conf: 0.867, supp: 0.584, lift: 0.974, conv: 0.824)
{instant_dinner, water} -> {dessert} (conf: 0.773, supp: 0.604, lift: 0.974, conv: 0.908)
{health, water} -> {baking} (conf: 0.842, supp: 0.614, lift: 0.974, conv: 0.856)
{health, seasonal} -> {baking} (conf: 0.843, supp: 0.648, lift: 0.974, conv: 0.856)
{household, pastry} -> {drug} (conf: 0.905, supp: 0.592, lift: 0.974, conv: 0.746)
{frozen_food, health} -> {personal_care} (conf: 0.794, supp: 0.625, lift: 0.974, conv: 0.897)
{deli, meat} -> {health} (conf: 0.799, supp: 0.551, lift: 0.974, conv: 0.894)
{dessert, fruit} -> {health} (conf: 0.799, supp: 0.566, lift: 0.974, conv: 0.894)
{books, produce} -> {dessert} (conf: 0.773, supp: 0.639, lift: 0.974, conv: 0.909)
{drug, instant_dinner} -> {dessert} (conf: 0.773, supp: 0.639, lift: 0.974, conv: 0.909)
{household, produce} -> {drug} (conf: 0.905, supp: 0.605, lift: 0.974, conv: 0.748)
{fruit, seasonal} -> {meat} (conf: 0.758, supp: 0.644, lift: 0.974, conv: 0.917)
{drug, fruit} -> {dessert} (conf: 0.774, supp: 0.657, lift: 0.974, conv: 0.910)
{household, water} -> {fruit} (conf: 0.886, supp: 0.512, lift: 0.974, conv: 0.796)
{household, produce} -> {ethnic} (conf: 0.884, supp: 0.592, lift: 0.974, conv: 0.799)
{frozen_food, meat} -> {instant_dinner} (conf: 0.858, supp: 0.647, lift: 0.974, conv: 0.842)
{baking, none} -> {health} (conf: 0.799, supp: 0.562, lift: 0.974, conv: 0.896)
{dessert, produce} -> {books} (conf: 0.813, supp: 0.639, lift: 0.975, conv: 0.886)
{canned, frozen_dessert} -> {food_add-ons} (conf: 0.557, supp: 0.504, lift: 0.975, conv: 0.967)
{crackers, fruit} -> {meat} (conf: 0.758, supp: 0.677, lift: 0.975, conv: 0.918)
{baking, personal_care} -> {books} (conf: 0.813, supp: 0.618, lift: 0.975, conv: 0.887)
{fruit, nutrition} -> {personal_care} (conf: 0.795, supp: 0.589, lift: 0.975, conv: 0.900)
{books, seasonal} -> {personal_care} (conf: 0.795, supp: 0.628, lift: 0.975, conv: 0.900)
{books, health} -> {none} (conf: 0.754, supp: 0.526, lift: 0.975, conv: 0.920)
{books, water} -> {personal_care} (conf: 0.795, supp: 0.594, lift: 0.975, conv: 0.900)
{none, personal_care} -> {books} (conf: 0.813, supp: 0.548, lift: 0.975, conv: 0.888)
{meat, other} -> {fruit} (conf: 0.886, supp: 0.640, lift: 0.975, conv: 0.800)
{frozen_pizza, water} -> {household} (conf: 0.656, supp: 0.512, lift: 0.975, conv: 0.951)
{baking, household} -> {ethnic} (conf: 0.885, supp: 0.576, lift: 0.975, conv: 0.802)
{books, seasonal} -> {dessert} (conf: 0.774, supp: 0.612, lift: 0.975, conv: 0.912)
{deli, personal_care} -> {books} (conf: 0.813, supp: 0.587, lift: 0.975, conv: 0.889)
{meat, personal_care} -> {books} (conf: 0.813, supp: 0.554, lift: 0.975, conv: 0.889)
{household, other} -> {water} (conf: 0.858, supp: 0.552, lift: 0.975, conv: 0.846)
{canned, health} -> {personal_care} (conf: 0.795, supp: 0.629, lift: 0.975, conv: 0.901)
{food_add-ons, packaged_foods} -> {seasonal} (conf: 0.903, supp: 0.502, lift: 0.975, conv: 0.762)
{ethnic, health} -> {deli} (conf: 0.819, supp: 0.612, lift: 0.975, conv: 0.885)
{dessert, produce} -> {pet} (conf: 0.643, supp: 0.506, lift: 0.975, conv: 0.954)
{baking, packaged_foods} -> {health} (conf: 0.800, supp: 0.669, lift: 0.975, conv: 0.899)
{instant_dinner, personal_care} -> {health} (conf: 0.800, supp: 0.569, lift: 0.975, conv: 0.899)
