{other, personal_care} -> {drinks} (conf: 0.669, supp: 0.107, lift: 0.922, conv: 0.828)
{baking, dessert} -> {drinks} (conf: 0.735, supp: 0.161, lift: 1.013, conv: 1.035)
{personal_care, pet} -> {drinks} (conf: 0.735, supp: 0.065, lift: 1.013, conv: 1.035)
{baking, other} -> {food} (conf: 0.704, supp: 0.098, lift: 1.014, conv: 1.033)
{deli, frozen_meat} -> {drinks} (conf: 0.737, supp: 0.054, lift: 1.015, conv: 1.041)
{food, other} -> {drinks} (conf: 0.737, supp: 0.145, lift: 1.015, conv: 1.041)
{frozen_pizza, produce} -> {drinks} (conf: 0.738, supp: 0.058, lift: 1.016, conv: 1.044)
{meat, packaged_foods} -> {drinks} (conf: 0.738, supp: 0.080, lift: 1.017, conv: 1.046)
{deli, other} -> {produce} (conf: 0.619, supp: 0.090, lift: 1.020, conv: 1.032)
{frozen_meat, meat} -> {drinks} (conf: 0.741, supp: 0.111, lift: 1.021, conv: 1.059)
{deli, packaged_foods} -> {food} (conf: 0.709, supp: 0.050, lift: 1.022, conv: 1.053)
{dessert, packaged_foods} -> {food} (conf: 0.710, supp: 0.063, lift: 1.024, conv: 1.056)
{none, personal_care} -> {drinks} (conf: 0.744, supp: 0.112, lift: 1.024, conv: 1.068)
{none, produce} -> {drinks} (conf: 0.744, supp: 0.150, lift: 1.024, conv: 1.068)
{dessert, food} -> {none} (conf: 0.335, supp: 0.112, lift: 1.028, conv: 1.014)
{dessert, pet} -> {drinks} (conf: 0.746, supp: 0.065, lift: 1.028, conv: 1.079)
{baking, pet} -> {food} (conf: 0.714, supp: 0.052, lift: 1.030, conv: 1.072)
{meat, pet} -> {food} (conf: 0.714, supp: 0.084, lift: 1.030, conv: 1.072)
{food_add-ons, frozen_meat} -> {drinks} (conf: 0.748, supp: 0.107, lift: 1.030, conv: 1.086)
{meat, pet} -> {produce} (conf: 0.626, supp: 0.074, lift: 1.032, conv: 1.051)
{food_add-ons, produce} -> {none} (conf: 0.336, supp: 0.155, lift: 1.032, conv: 1.016)
{food, food_add-ons} -> {none} (conf: 0.337, supp: 0.182, lift: 1.034, conv: 1.016)
{drinks, meat} -> {other} (conf: 0.274, supp: 0.152, lift: 1.034, conv: 1.012)
{meat, none} -> {drinks} (conf: 0.751, supp: 0.199, lift: 1.035, conv: 1.101)
{deli, other} -> {drinks} (conf: 0.752, supp: 0.110, lift: 1.036, conv: 1.105)
{deli, personal_care} -> {produce} (conf: 0.629, supp: 0.094, lift: 1.036, conv: 1.060)
{packaged_foods, produce} -> {drinks} (conf: 0.754, supp: 0.067, lift: 1.038, conv: 1.112)
{deli, none} -> {drinks} (conf: 0.755, supp: 0.096, lift: 1.040, conv: 1.118)
{personal_care, pet} -> {produce} (conf: 0.632, supp: 0.056, lift: 1.041, conv: 1.068)
{none, other} -> {produce} (conf: 0.634, supp: 0.083, lift: 1.044, conv: 1.072)
{food, frozen_meat} -> {drinks} (conf: 0.758, supp: 0.121, lift: 1.044, conv: 1.132)
{baking, personal_care} -> {food} (conf: 0.725, supp: 0.129, lift: 1.044, conv: 1.112)
{pet, produce} -> {food} (conf: 0.725, supp: 0.065, lift: 1.044, conv: 1.112)
{frozen_meat, other} -> {meat} (conf: 0.780, supp: 0.059, lift: 1.046, conv: 1.155)
{other, personal_care} -> {food} (conf: 0.726, supp: 0.116, lift: 1.046, conv: 1.117)
{other, personal_care} -> {produce} (conf: 0.637, supp: 0.102, lift: 1.049, conv: 1.082)
{food_add-ons, frozen_pizza} -> {drinks} (conf: 0.762, supp: 0.079, lift: 1.050, conv: 1.153)
{baking, other} -> {produce} (conf: 0.639, supp: 0.089, lift: 1.052, conv: 1.088)
{baking, household} -> {drinks} (conf: 0.765, supp: 0.151, lift: 1.053, conv: 1.164)
{dessert, frozen_meat} -> {drinks} (conf: 0.765, supp: 0.084, lift: 1.053, conv: 1.164)
{food, packaged_foods} -> {drinks} (conf: 0.765, supp: 0.067, lift: 1.053, conv: 1.164)
{dessert, none} -> {drinks} (conf: 0.765, supp: 0.114, lift: 1.054, conv: 1.167)
{frozen_meat, produce} -> {meat} (conf: 0.786, supp: 0.099, lift: 1.054, conv: 1.188)
{frozen_meat, none} -> {produce} (conf: 0.641, supp: 0.053, lift: 1.055, conv: 1.093)
{baking, deli} -> {food} (conf: 0.732, supp: 0.106, lift: 1.055, conv: 1.143)
{drinks, none} -> {produce} (conf: 0.641, supp: 0.150, lift: 1.055, conv: 1.094)
{food, pet} -> {produce} (conf: 0.641, supp: 0.065, lift: 1.056, conv: 1.094)
{baby, drinks} -> {produce} (conf: 0.642, supp: 0.056, lift: 1.057, conv: 1.096)
{dessert, pet} -> {produce} (conf: 0.642, supp: 0.056, lift: 1.057, conv: 1.096)
{frozen_pizza, meat} -> {drinks} (conf: 0.767, supp: 0.085, lift: 1.057, conv: 1.178)
{drinks, food_add-ons} -> {other} (conf: 0.280, supp: 0.145, lift: 1.057, conv: 1.021)
{drinks, frozen_pizza} -> {produce} (conf: 0.643, supp: 0.058, lift: 1.059, conv: 1.100)
{meat, personal_care} -> {drinks} (conf: 0.769, supp: 0.211, lift: 1.059, conv: 1.185)
{deli, frozen_meat} -> {meat} (conf: 0.789, supp: 0.058, lift: 1.059, conv: 1.209)
{meat, pet} -> {drinks} (conf: 0.769, supp: 0.090, lift: 1.059, conv: 1.187)
{dessert, personal_care} -> {drinks} (conf: 0.770, supp: 0.160, lift: 1.061, conv: 1.192)
{meat, none} -> {food} (conf: 0.737, supp: 0.195, lift: 1.062, conv: 1.162)
{household, pet} -> {food} (conf: 0.737, supp: 0.072, lift: 1.062, conv: 1.164)
{drinks, household} -> {frozen_meat} (conf: 0.207, supp: 0.081, lift: 1.062, conv: 1.015)
{baking, produce} -> {drinks} (conf: 0.772, supp: 0.171, lift: 1.063, conv: 1.201)
{frozen_meat, personal_care} -> {produce} (conf: 0.646, supp: 0.066, lift: 1.063, conv: 1.108)
{drinks, food_add-ons} -> {frozen_meat} (conf: 0.207, supp: 0.107, lift: 1.064, conv: 1.016)
{food_add-ons, pet} -> {food} (conf: 0.738, supp: 0.080, lift: 1.064, conv: 1.169)
{household, other} -> {produce} (conf: 0.647, supp: 0.111, lift: 1.065, conv: 1.111)
{packaged_foods, produce} -> {food} (conf: 0.739, supp: 0.066, lift: 1.065, conv: 1.174)
{drinks, food} -> {none} (conf: 0.347, supp: 0.187, lift: 1.065, conv: 1.033)
{food_add-ons, pet} -> {drinks} (conf: 0.774, supp: 0.084, lift: 1.066, conv: 1.211)
{baking, none} -> {food} (conf: 0.740, supp: 0.096, lift: 1.067, conv: 1.178)
{baking, food_add-ons} -> {drinks} (conf: 0.775, supp: 0.209, lift: 1.068, conv: 1.218)
{baking, meat} -> {drinks} (conf: 0.775, supp: 0.209, lift: 1.068, conv: 1.218)
{drinks, frozen_meat} -> {meat} (conf: 0.796, supp: 0.111, lift: 1.068, conv: 1.249)
{personal_care, produce} -> {drinks} (conf: 0.776, supp: 0.174, lift: 1.069, conv: 1.222)
{household, pet} -> {drinks} (conf: 0.776, supp: 0.076, lift: 1.069, conv: 1.225)
{household, personal_care} -> {drinks} (conf: 0.777, supp: 0.198, lift: 1.070, conv: 1.226)
{frozen_meat, personal_care} -> {meat} (conf: 0.797, supp: 0.081, lift: 1.070, conv: 1.257)
{baking, packaged_foods} -> {food} (conf: 0.742, supp: 0.063, lift: 1.070, conv: 1.189)
{food, frozen_meat} -> {meat} (conf: 0.798, supp: 0.128, lift: 1.071, conv: 1.262)
{frozen_pizza, meat} -> {produce} (conf: 0.651, supp: 0.072, lift: 1.072, conv: 1.126)
{meat, produce} -> {frozen_meat} (conf: 0.209, supp: 0.099, lift: 1.073, conv: 1.018)
{baking, food} -> {drinks} (conf: 0.779, supp: 0.182, lift: 1.073, conv: 1.239)
{frozen_meat, household} -> {meat} (conf: 0.800, supp: 0.093, lift: 1.073, conv: 1.273)
{household, none} -> {drinks} (conf: 0.779, supp: 0.155, lift: 1.073, conv: 1.241)
{deli, none} -> {food} (conf: 0.745, supp: 0.094, lift: 1.074, conv: 1.200)
{baking, none} -> {drinks} (conf: 0.780, supp: 0.101, lift: 1.074, conv: 1.245)
{drinks, other} -> {produce} (conf: 0.652, supp: 0.119, lift: 1.075, conv: 1.130)
{meat, other} -> {produce} (conf: 0.653, supp: 0.141, lift: 1.075, conv: 1.131)
{deli, dessert} -> {drinks} (conf: 0.781, supp: 0.138, lift: 1.076, conv: 1.251)
{frozen_meat, none} -> {drinks} (conf: 0.781, supp: 0.065, lift: 1.076, conv: 1.252)
{meat, none} -> {produce} (conf: 0.654, supp: 0.173, lift: 1.076, conv: 1.134)
{meat, produce} -> {drinks} (conf: 0.783, supp: 0.372, lift: 1.078, conv: 1.260)
{pet, produce} -> {drinks} (conf: 0.783, supp: 0.070, lift: 1.078, conv: 1.260)
{food_add-ons, personal_care} -> {drinks} (conf: 0.783, supp: 0.205, lift: 1.079, conv: 1.264)
{meat, other} -> {food} (conf: 0.749, supp: 0.161, lift: 1.079, conv: 1.218)
{frozen_meat, household} -> {produce} (conf: 0.656, supp: 0.076, lift: 1.080, conv: 1.140)
{meat, packaged_foods} -> {food} (conf: 0.750, supp: 0.081, lift: 1.081, conv: 1.225)
{food, meat} -> {none} (conf: 0.352, supp: 0.195, lift: 1.081, conv: 1.041)
{baby, drinks} -> {meat} (conf: 0.806, supp: 0.070, lift: 1.081, conv: 1.312)
{drinks, produce} -> {meat} (conf: 0.807, supp: 0.372, lift: 1.082, conv: 1.317)
{drinks, frozen_meat} -> {produce} (conf: 0.657, supp: 0.092, lift: 1.083, conv: 1.146)
{household, pet} -> {produce} (conf: 0.658, supp: 0.065, lift: 1.083, conv: 1.148)
{none, personal_care} -> {produce} (conf: 0.658, supp: 0.099, lift: 1.084, conv: 1.149)
{food, produce} -> {meat} (conf: 0.808, supp: 0.391, lift: 1.084, conv: 1.326)
{deli, other} -> {food} (conf: 0.752, supp: 0.110, lift: 1.084, conv: 1.236)
{drinks, pet} -> {produce} (conf: 0.659, supp: 0.070, lift: 1.084, conv: 1.150)
{frozen_pizza, meat} -> {household} (conf: 0.547, supp: 0.061, lift: 1.085, conv: 1.094)
{dessert, produce} -> {none} (conf: 0.354, supp: 0.105, lift: 1.086, conv: 1.044)
{household, packaged_foods} -> {food} (conf: 0.754, supp: 0.059, lift: 1.087, conv: 1.245)
{deli, meat} -> {drinks} (conf: 0.789, supp: 0.194, lift: 1.087, conv: 1.301)
{food, produce} -> {other} (conf: 0.288, supp: 0.140, lift: 1.087, conv: 1.033)
{frozen_food, meat} -> {food} (conf: 0.755, supp: 0.052, lift: 1.088, conv: 1.248)
{food, none} -> {produce} (conf: 0.661, supp: 0.154, lift: 1.089, conv: 1.159)
{dessert, other} -> {produce} (conf: 0.661, supp: 0.109, lift: 1.089, conv: 1.160)
{household, personal_care} -> {meat} (conf: 0.812, supp: 0.207, lift: 1.089, conv: 1.355)
{baby, meat} -> {produce} (conf: 0.662, supp: 0.058, lift: 1.090, conv: 1.161)
{food, frozen_pizza} -> {drinks} (conf: 0.792, supp: 0.074, lift: 1.090, conv: 1.315)
{dessert, none} -> {food} (conf: 0.757, supp: 0.112, lift: 1.090, conv: 1.258)
{household, none} -> {produce} (conf: 0.662, supp: 0.132, lift: 1.091, conv: 1.163)
{other, produce} -> {meat} (conf: 0.813, supp: 0.141, lift: 1.091, conv: 1.364)
{dessert, meat} -> {drinks} (conf: 0.792, supp: 0.296, lift: 1.091, conv: 1.319)
{frozen_meat, meat} -> {produce} (conf: 0.664, supp: 0.099, lift: 1.093, conv: 1.168)
{baby, meat} -> {drinks} (conf: 0.794, supp: 0.070, lift: 1.094, conv: 1.330)
{household, pet} -> {meat} (conf: 0.816, supp: 0.080, lift: 1.094, conv: 1.382)
{drinks, food} -> {meat} (conf: 0.816, supp: 0.441, lift: 1.094, conv: 1.382)
{frozen_pizza, household} -> {food} (conf: 0.759, supp: 0.053, lift: 1.094, conv: 1.272)
{food, meat} -> {drinks} (conf: 0.795, supp: 0.441, lift: 1.095, conv: 1.335)
{baking, frozen_food} -> {meat} (conf: 0.816, supp: 0.052, lift: 1.095, conv: 1.386)
{dessert, household} -> {drinks} (conf: 0.795, supp: 0.211, lift: 1.095, conv: 1.337)
{food, none} -> {dessert} (conf: 0.483, supp: 0.112, lift: 1.097, conv: 1.083)
{dessert, pet} -> {food} (conf: 0.761, supp: 0.066, lift: 1.097, conv: 1.282)
{drinks, meat} -> {none} (conf: 0.357, supp: 0.199, lift: 1.097, conv: 1.049)
{food_add-ons, pet} -> {produce} (conf: 0.667, supp: 0.072, lift: 1.098, conv: 1.178)
{food, frozen_pizza} -> {produce} (conf: 0.667, supp: 0.062, lift: 1.098, conv: 1.178)
{dessert, food_add-ons} -> {none} (conf: 0.358, supp: 0.125, lift: 1.099, conv: 1.050)
{none, produce} -> {food} (conf: 0.763, supp: 0.154, lift: 1.099, conv: 1.291)
{food_add-ons, produce} -> {other} (conf: 0.291, supp: 0.134, lift: 1.100, conv: 1.037)
{household, meat} -> {drinks} (conf: 0.799, supp: 0.328, lift: 1.100, conv: 1.361)
{food, meat} -> {other} (conf: 0.291, supp: 0.161, lift: 1.100, conv: 1.037)
{drinks, meat} -> {produce} (conf: 0.668, supp: 0.372, lift: 1.100, conv: 1.184)
{dessert, produce} -> {drinks} (conf: 0.799, supp: 0.236, lift: 1.101, conv: 1.364)
{dessert, other} -> {food} (conf: 0.764, supp: 0.125, lift: 1.101, conv: 1.296)
{food, produce} -> {drinks} (conf: 0.800, supp: 0.388, lift: 1.102, conv: 1.370)
{baking, dessert} -> {food} (conf: 0.765, supp: 0.168, lift: 1.102, conv: 1.301)
{personal_care, pet} -> {food} (conf: 0.765, supp: 0.067, lift: 1.102, conv: 1.301)
{food, other} -> {meat} (conf: 0.822, supp: 0.161, lift: 1.103, conv: 1.433)
{drinks, none} -> {dessert} (conf: 0.486, supp: 0.114, lift: 1.104, conv: 1.089)
{food_add-ons, other} -> {produce} (conf: 0.671, supp: 0.134, lift: 1.105, conv: 1.194)
{dessert, meat} -> {none} (conf: 0.360, supp: 0.134, lift: 1.105, conv: 1.054)
{drinks, food_add-ons} -> {none} (conf: 0.360, supp: 0.186, lift: 1.106, conv: 1.054)
{deli, personal_care} -> {food} (conf: 0.767, supp: 0.115, lift: 1.106, conv: 1.316)
{deli, produce} -> {drinks} (conf: 0.804, supp: 0.159, lift: 1.107, conv: 1.397)
{drinks, pet} -> {food} (conf: 0.768, supp: 0.081, lift: 1.107, conv: 1.322)
{pet, produce} -> {meat} (conf: 0.826, supp: 0.074, lift: 1.108, conv: 1.464)
{food, personal_care} -> {drinks} (conf: 0.805, supp: 0.208, lift: 1.109, conv: 1.405)
{deli, none} -> {produce} (conf: 0.673, supp: 0.085, lift: 1.109, conv: 1.203)
{food_add-ons, household} -> {drinks} (conf: 0.805, supp: 0.310, lift: 1.109, conv: 1.407)
{food, none} -> {drinks} (conf: 0.806, supp: 0.187, lift: 1.109, conv: 1.409)
{none, pet} -> {food_add-ons} (conf: 0.727, supp: 0.052, lift: 1.110, conv: 1.265)
{frozen_meat, none} -> {meat} (conf: 0.828, supp: 0.068, lift: 1.111, conv: 1.481)
{drinks, food} -> {baking} (conf: 0.337, supp: 0.182, lift: 1.111, conv: 1.051)
{food_add-ons, meat} -> {none} (conf: 0.362, supp: 0.202, lift: 1.112, conv: 1.057)
{food, pet} -> {drinks} (conf: 0.808, supp: 0.081, lift: 1.112, conv: 1.424)
{food_add-ons, packaged_foods} -> {food} (conf: 0.772, supp: 0.079, lift: 1.113, conv: 1.344)
{dessert, food_add-ons} -> {drinks} (conf: 0.808, supp: 0.283, lift: 1.113, conv: 1.427)
{none, other} -> {food} (conf: 0.772, supp: 0.101, lift: 1.113, conv: 1.345)
{food_add-ons, produce} -> {drinks} (conf: 0.810, supp: 0.373, lift: 1.115, conv: 1.438)
{food_add-ons, meat} -> {drinks} (conf: 0.810, supp: 0.451, lift: 1.115, conv: 1.440)
{household, other} -> {food} (conf: 0.774, supp: 0.133, lift: 1.116, conv: 1.357)
{food_add-ons, none} -> {produce} (conf: 0.678, supp: 0.155, lift: 1.116, conv: 1.220)
{baby, produce} -> {drinks} (conf: 0.811, supp: 0.056, lift: 1.117, conv: 1.452)
{baking, deli} -> {produce} (conf: 0.679, supp: 0.098, lift: 1.117, conv: 1.222)
{food, pet} -> {meat} (conf: 0.833, supp: 0.084, lift: 1.118, conv: 1.527)
{food, household} -> {meat} (conf: 0.833, supp: 0.323, lift: 1.118, conv: 1.527)
{deli, household} -> {drinks} (conf: 0.812, supp: 0.161, lift: 1.118, conv: 1.455)
{meat, produce} -> {other} (conf: 0.296, supp: 0.141, lift: 1.118, conv: 1.045)
{meat, produce} -> {none} (conf: 0.364, supp: 0.173, lift: 1.118, conv: 1.061)
{drinks, packaged_foods} -> {food} (conf: 0.776, supp: 0.067, lift: 1.119, conv: 1.368)
{food, household} -> {drinks} (conf: 0.813, supp: 0.315, lift: 1.120, conv: 1.467)
{dessert, drinks} -> {produce} (conf: 0.680, supp: 0.236, lift: 1.120, conv: 1.229)
{food_add-ons, none} -> {drinks} (conf: 0.814, supp: 0.186, lift: 1.120, conv: 1.469)
{drinks, household} -> {meat} (conf: 0.836, supp: 0.328, lift: 1.121, conv: 1.547)
{baking, household} -> {food} (conf: 0.778, supp: 0.154, lift: 1.121, conv: 1.378)
{none, pet} -> {meat} (conf: 0.836, supp: 0.059, lift: 1.122, conv: 1.555)
{drinks, other} -> {meat} (conf: 0.837, supp: 0.152, lift: 1.123, conv: 1.560)
{frozen_pizza, meat} -> {food} (conf: 0.779, supp: 0.087, lift: 1.123, conv: 1.386)
{dessert, food} -> {drinks} (conf: 0.815, supp: 0.274, lift: 1.123, conv: 1.484)
{household, none} -> {food} (conf: 0.779, supp: 0.155, lift: 1.123, conv: 1.387)
{dessert, frozen_meat} -> {produce} (conf: 0.682, supp: 0.075, lift: 1.124, conv: 1.236)
{household, produce} -> {drinks} (conf: 0.816, supp: 0.282, lift: 1.124, conv: 1.492)
{food, none} -> {meat} (conf: 0.839, supp: 0.195, lift: 1.125, conv: 1.580)
{personal_care, produce} -> {meat} (conf: 0.839, supp: 0.189, lift: 1.126, conv: 1.582)
{food, food_add-ons} -> {other} (conf: 0.298, supp: 0.161, lift: 1.126, conv: 1.048)
{household, personal_care} -> {food} (conf: 0.782, supp: 0.199, lift: 1.127, conv: 1.403)
{food, personal_care} -> {meat} (conf: 0.840, supp: 0.217, lift: 1.127, conv: 1.591)
{food, food_add-ons} -> {drinks} (conf: 0.819, supp: 0.443, lift: 1.127, conv: 1.510)
{dessert, personal_care} -> {food} (conf: 0.783, supp: 0.163, lift: 1.128, conv: 1.409)
{none, other} -> {meat} (conf: 0.842, supp: 0.110, lift: 1.129, conv: 1.607)
{household, other} -> {meat} (conf: 0.842, supp: 0.145, lift: 1.130, conv: 1.612)
{deli, dessert} -> {produce} (conf: 0.686, supp: 0.121, lift: 1.130, conv: 1.251)
{drinks, produce} -> {personal_care} (conf: 0.378, supp: 0.174, lift: 1.130, conv: 1.070)
{food, frozen_pizza} -> {household} (conf: 0.569, supp: 0.053, lift: 1.130, conv: 1.152)
{drinks, meat} -> {personal_care} (conf: 0.378, supp: 0.211, lift: 1.130, conv: 1.070)
{household, produce} -> {meat} (conf: 0.843, supp: 0.291, lift: 1.130, conv: 1.618)
{deli, food_add-ons} -> {drinks} (conf: 0.821, supp: 0.183, lift: 1.130, conv: 1.529)
{food_add-ons, frozen_pizza} -> {produce} (conf: 0.688, supp: 0.071, lift: 1.132, conv: 1.257)
{household, produce} -> {frozen_meat} (conf: 0.221, supp: 0.076, lift: 1.133, conv: 1.033)
{household, meat} -> {food} (conf: 0.786, supp: 0.323, lift: 1.133, conv: 1.432)
{none, personal_care} -> {food} (conf: 0.786, supp: 0.119, lift: 1.133, conv: 1.433)
{meat, personal_care} -> {produce} (conf: 0.689, supp: 0.189, lift: 1.134, conv: 1.262)
{frozen_pizza, produce} -> {food} (conf: 0.787, supp: 0.062, lift: 1.134, conv: 1.437)
{food_add-ons, produce} -> {frozen_meat} (conf: 0.221, supp: 0.102, lift: 1.134, conv: 1.034)
{deli, food} -> {drinks} (conf: 0.824, supp: 0.187, lift: 1.135, conv: 1.555)
{baby, household} -> {meat} (conf: 0.846, supp: 0.057, lift: 1.135, conv: 1.654)
{other, pet} -> {meat} (conf: 0.846, supp: 0.057, lift: 1.135, conv: 1.654)
{food_add-ons, frozen_pizza} -> {food} (conf: 0.787, supp: 0.081, lift: 1.135, conv: 1.441)
{dessert, drinks} -> {food} (conf: 0.788, supp: 0.274, lift: 1.136, conv: 1.445)
{deli, dessert} -> {food} (conf: 0.788, supp: 0.140, lift: 1.136, conv: 1.447)
{household, personal_care} -> {produce} (conf: 0.690, supp: 0.176, lift: 1.137, conv: 1.268)
{dessert, frozen_food} -> {meat} (conf: 0.848, supp: 0.050, lift: 1.137, conv: 1.673)
{food, produce} -> {dessert} (conf: 0.501, supp: 0.243, lift: 1.138, conv: 1.122)
{drinks, personal_care} -> {meat} (conf: 0.849, supp: 0.211, lift: 1.139, conv: 1.685)
{baby, household} -> {drinks} (conf: 0.827, supp: 0.056, lift: 1.139, conv: 1.583)
{baby, produce} -> {meat} (conf: 0.849, supp: 0.058, lift: 1.139, conv: 1.686)
{food, produce} -> {personal_care} (conf: 0.381, supp: 0.185, lift: 1.140, conv: 1.075)
{deli, other} -> {meat} (conf: 0.850, supp: 0.124, lift: 1.140, conv: 1.692)
{dessert, frozen_pizza} -> {produce} (conf: 0.692, supp: 0.058, lift: 1.140, conv: 1.276)
{drinks, meat} -> {food} (conf: 0.791, supp: 0.441, lift: 1.140, conv: 1.466)
{drinks, none} -> {meat} (conf: 0.851, supp: 0.199, lift: 1.141, conv: 1.706)
{dessert, drinks} -> {meat} (conf: 0.851, supp: 0.296, lift: 1.142, conv: 1.712)
{dessert, meat} -> {food} (conf: 0.792, supp: 0.296, lift: 1.142, conv: 1.475)
{meat, personal_care} -> {food} (conf: 0.792, supp: 0.217, lift: 1.142, conv: 1.475)
{baking, meat} -> {food} (conf: 0.794, supp: 0.214, lift: 1.145, conv: 1.488)
{drinks, other} -> {food} (conf: 0.794, supp: 0.145, lift: 1.145, conv: 1.489)
{drinks, pet} -> {meat} (conf: 0.854, supp: 0.090, lift: 1.145, conv: 1.739)
{dessert, meat} -> {produce} (conf: 0.696, supp: 0.260, lift: 1.145, conv: 1.290)
{food_add-ons, none} -> {food} (conf: 0.797, supp: 0.182, lift: 1.148, conv: 1.505)
{deli, drinks} -> {meat} (conf: 0.857, supp: 0.194, lift: 1.150, conv: 1.782)
{drinks, food} -> {personal_care} (conf: 0.385, supp: 0.208, lift: 1.151, conv: 1.082)
{drinks, food} -> {dessert} (conf: 0.507, supp: 0.274, lift: 1.151, conv: 1.135)
{dessert, other} -> {meat} (conf: 0.858, supp: 0.141, lift: 1.151, conv: 1.796)
{meat, none} -> {dessert} (conf: 0.507, supp: 0.134, lift: 1.152, conv: 1.135)
{none, produce} -> {meat} (conf: 0.859, supp: 0.173, lift: 1.152, conv: 1.805)
{food, nutrition} -> {drinks} (conf: 0.837, supp: 0.053, lift: 1.152, conv: 1.678)
{food, food_add-ons} -> {meat} (conf: 0.859, supp: 0.465, lift: 1.153, conv: 1.808)
{drinks, food} -> {frozen_meat} (conf: 0.225, supp: 0.121, lift: 1.153, conv: 1.038)
{deli, meat} -> {produce} (conf: 0.700, supp: 0.172, lift: 1.153, conv: 1.309)
{deli, meat} -> {food} (conf: 0.800, supp: 0.196, lift: 1.153, conv: 1.531)
{dessert, household} -> {food} (conf: 0.800, supp: 0.212, lift: 1.153, conv: 1.531)
{baking, frozen_pizza} -> {meat} (conf: 0.860, supp: 0.063, lift: 1.153, conv: 1.813)
{food_add-ons, produce} -> {meat} (conf: 0.860, supp: 0.397, lift: 1.154, conv: 1.817)
{food_add-ons, meat} -> {frozen_meat} (conf: 0.225, supp: 0.125, lift: 1.154, conv: 1.039)
{drinks, none} -> {food} (conf: 0.801, supp: 0.187, lift: 1.155, conv: 1.540)
{baking, drinks} -> {food} (conf: 0.801, supp: 0.182, lift: 1.155, conv: 1.540)
{deli, household} -> {produce} (conf: 0.701, supp: 0.140, lift: 1.155, conv: 1.315)
{drinks, household} -> {other} (conf: 0.306, supp: 0.120, lift: 1.155, conv: 1.059)
{food, frozen_meat} -> {produce} (conf: 0.702, supp: 0.112, lift: 1.155, conv: 1.316)
{dessert, frozen_pizza} -> {meat} (conf: 0.862, supp: 0.072, lift: 1.156, conv: 1.838)
{food, produce} -> {deli} (conf: 0.336, supp: 0.163, lift: 1.156, conv: 1.068)
